name,latitude,longitude,population
Jüchen,51.1,6.5,22562
Haren,52.79262,7.24142,22545
Rees,51.76263,6.39778,22544
Reichenbach/Vogtland,50.62279,12.30344,22530
Bad Mergentheim,49.4925,9.77361,22472
Crimmitschau,50.81644,12.39045,22442
Vreden,52.03792,6.828,22412
Waldshut-Tiengen,47.62323,8.21717,22404
Werder,52.37874,12.934,22384
Leutkirch,47.82672,10.0205,22362
Coswig,51.13204,13.58312,22304
Neustrelitz,53.3613,13.07292,22291
Senden,48.32441,10.04442,22275
Büren,51.55109,8.55956,22263
Eilbek,53.56985,10.05776,22235
Rotenburg,53.11125,9.41082,22139
Metzingen,48.53695,9.2833,22112
Weißwasser,51.50403,14.64017,22099
Meinerzhagen,51.1074,7.64838,21982
Elsdorf,50.93739,6.56828,21967
Soltau,52.98638,9.84338,21945
Marsberg,51.46171,8.84949,21914
Seesen,51.89095,10.17847,21909
St. Pauli,53.557,9.964,21902
Westerstede,53.25682,7.92737,21902
Hohen Neuendorf,52.67631,13.27775,21893
Gelnhausen,50.20164,9.18742,21881
Alfter,50.73333,7.01667,21814
Sondershausen,51.36973,10.87011,21802
Groß-Umstadt,49.86899,8.9321,21758
Stadtallendorf,50.82261,9.01294,21720
Lindlar,51.01959,7.37758,21665
Karben,50.23019,8.77155,21642
Eschborn,50.14328,8.57111,21641
Bad Pyrmont,51.98589,9.25246,21629
Luckenwalde,52.09029,13.16772,21616
Guben,51.94987,14.71447,21608
Donaueschingen,47.95514,8.49707,21604
Gorbitz,51.0455,13.66108,21599
Xanten,51.65877,6.45297,21587
Lebach,49.41122,6.90988,21583
Meiningen,50.56787,10.41521,21580
Büdingen,50.29013,9.1114,21579
Dillingen,49.35557,6.72781,21526
Überlingen,47.76977,9.17136,21507
Wilnsdorf,50.81667,8.1,21505
Waren,53.5204,12.67985,21470
Französisch Buchholz,52.60242,13.43019,21449
Halle,52.06007,8.36083,21448
Weilheim,47.84147,11.15484,21401
Kitzingen,49.73973,10.15072,21387
Riedstadt,49.83411,8.49621,21362
Auerbach,50.51155,12.40083,21358
Schortens,53.53333,7.95,21357
Wittmund,53.57674,7.77839,21355
Döbeln,51.1221,13.11027,21338
Lichtenfels,50.14567,11.05928,21336
Bad Kissingen,50.20228,10.07784,21328
Sonthofen,47.51821,10.28262,21285
Traunreut,47.96269,12.59231,21244
Eislingen,48.69515,9.70676,21243
Löbtau,51.04358,13.69444,21205
Eschwege,51.18386,10.05329,21191
Eppingen,49.13645,8.91229,21179
Klotzsche,51.11053,13.76862,21064
Salzwedel,52.85435,11.1525,21058
Püttlingen,49.2855,6.88723,21052
Aichach,48.45755,11.13413,21042
Vaterstetten,48.10537,11.76825,21007
Wülfrath,51.28195,7.03821,21003
Holzminden,51.82798,9.4455,20998
Versmold,52.04009,8.15272,20996
Germersheim,49.2144,8.36687,20972
Prenzlau,53.31625,13.86261,20899
Bruchköbel,50.17853,8.92315,20892
Altena,51.29472,7.67337,20862
Sömmerda,51.15914,11.11524,20853
Unterhaching,48.06598,11.61564,20852
Husum,54.4858,9.05239,20841
Engelskirchen,50.98854,7.41391,20786
Haßloch,49.36278,8.25806,20779
Hiddenhausen,52.16667,8.61667,20771
Bad Berleburg,51.05224,8.39227,20757
Ennigerloh,51.83843,8.03093,20713
Loschwitz,51.05386,13.81393,20696
Volksdorf,53.64972,10.18417,20685
Edewecht,53.12699,7.98406,20658
Bockum,51.34696,6.61589,20617
Hockenheim,49.32334,8.55194,20614
Stadtlohn,51.99399,6.91918,20602
Geseke,51.64091,8.5109,20602
Heide,54.19579,9.0988,20599
Bad Rappenau,49.23848,9.1018,20581
Bergneustadt,51.02496,7.65599,20567
Fröndenberg,51.47563,7.76946,20566
Herborn,50.68135,8.30369,20473
Nottuln,51.93333,7.35,20427
Quickborn,53.72831,9.90934,20410
Rheinstetten,48.9685,8.30704,20378
Oberkirch,48.53241,8.07864,20375
Werdohl,51.26011,7.76608,20366
Senden,51.85645,7.48327,20363
Friesoythe,53.0226,7.85764,20311
Haldensleben I,52.28906,11.40982,20294
Gersthofen,48.42432,10.87273,20254
Haiger,50.74162,8.20778,20218
Vlotho,52.1653,8.85996,20214
Adlershof,52.43548,13.54825,20210
Zülpich,50.69447,6.65414,20208
Giengen an der Brenz,48.62219,10.24312,20201
Waghäusel,49.24991,8.51257,20178
Wittenberge,53.00543,11.75032,20171
Waldkirch,48.09585,7.96371,20155
Neu Wulmstorf,53.46667,9.8,20150
Hessisch Oldendorf,52.17269,9.24913,20129
Kürten,51.05,7.26667,20103
Nidderau,50.23805,8.86704,20090
Rastede,53.25,8.2,20046
Wachtberg,50.63333,7.1,20032
Flörsheim,50.01311,8.42779,20023
Schwanewede,53.23333,8.6,20015
Mössingen,48.40567,9.05419,20010
Heusweiler,49.33632,6.93036,20006
Johannisthal,52.44653,13.5066,19960
Wenden,50.96667,7.86667,19924
Hörstel,52.29763,7.58382,19894
Wandlitz,52.74196,13.45799,19888
Steinhagen,52.0,8.4,19869
Enger,52.14063,8.55772,19852
Bad Waldsee,47.92027,9.7549,19840
Eitorf,50.76667,7.45,19761
Kaltenkirchen,53.83292,9.9581,19747
Günzburg,48.45599,10.27695,19737
Bad Schwartau,53.91887,10.69691,19722
Seligenstadt,50.0432,8.97394,19569
Bad Driburg,51.73297,9.01969,19553
Schmalkalden,50.72136,10.44386,19553
Kröpeliner-Tor-Vorstadt,54.08849,12.11539,19542
Waldbröl,50.87576,7.61688,19533
Teltow,52.4031,13.26014,19530
Nördlingen,48.85122,10.48868,19492
Ochtrup,52.20802,7.18988,19441
Schwalmtal,51.21667,6.26667,19435
Charlottenburg-Nord,52.53048,13.29371,19422
Mayen,50.32797,7.22277,19414
Kaulsdorf,52.51732,13.58871,19408
Hechingen,48.35149,8.96317,19400
Oschersleben,52.03039,11.22898,19396
Bönen,51.6,7.76667,19393
Telgte,51.97995,7.78293,19389
Schopfheim,47.65105,7.82089,19386
Puchheim,48.15,11.35,19357
Bückeburg,52.26065,9.04939,19351
Steilshoop,53.61028,10.05917,19343
Weil der Stadt,48.74953,8.87176,19338
Schwalmstadt,50.93333,9.21667,19279
Frankenberg,51.0589,8.80077,19276
Bremervörde,53.48458,9.14306,19268
Sulzbach-Rosenberg,49.50126,11.74598,19252
Gauting,48.06919,11.37703,19216
Burscheid,51.08468,7.11393,19215
Schifferstadt,49.38417,8.3775,19209
Ottobrunn bei München,48.06489,11.66327,19204
Schneverdingen,53.11685,9.79524,19199
Parchim,53.42631,11.84875,19161
Rhede,51.83537,6.69602,19140
Alfeld,51.98382,9.81989,19138
Bexbach,49.34615,7.25527,19115
Gröbenzell,48.2,11.36667,19110
Bad Münstereifel,50.55667,6.76424,19051
Gerlingen,48.79954,9.06316,19050
Heusenstamm,50.05553,8.80076,19012
Laupheim,48.22786,9.87874,19012
Friedrichshagen,52.45052,13.62463,19009
Lauchhammer,51.48813,13.76623,18990
Alzenau in Unterfranken,50.0888,9.06455,18932
Finsterwalde,51.63388,13.70662,18922
Baumschulenweg,52.46583,13.48523,18894
Langen,53.60554,8.59509,18863
Karow,52.60904,13.48117,18817
Borna,51.12416,12.49639,18806
Dingolfing,48.64244,12.49283,18805
Lahnstein,50.3,7.61667,18749
Radeberg,51.11112,13.91199,18747
Torgau,51.56016,12.99617,18746
Dillingen an der Donau,48.58153,10.49527,18734
Bad Münder am Deister,52.19551,9.46421,18726
Sarstedt,52.23495,9.85411,18718
Schwalbach,49.3,6.81667,18708
Bad Dürkheim,49.4618,8.17236,18698
Vellmar,51.35806,9.47974,18623
Freudenberg,50.89741,7.87415,18601
Sachsenheim,48.96,9.06472,18594
Weißenburg in Bayern,49.03095,10.97221,18578
Schramberg,48.22399,8.38583,18565
Aue,50.59034,12.70657,18554
Marktoberdorf,47.77964,10.61713,18505
Illingen,49.37362,7.04758,18488
Schkeuditz,51.39678,12.22141,18487
Hemmingen,52.31425,9.72359,18470
Mölln,53.61702,10.68742,18469
Wadgassen,49.26667,6.78333,18464
Traunstein,47.86825,12.64335,18422
Kreuzau,50.74699,6.49069,18400
Löbau,51.09954,14.66738,18374
Donauwörth,48.71804,10.7793,18364
Sulzbach,49.29882,7.05696,18364
Lilienthal,53.14193,8.90338,18293
Kamenz,51.26798,14.09374,18270
Pfullingen,48.46458,9.22796,18269
Burghausen,48.16925,12.83139,18263
Neufahrn bei Freising,48.31588,11.66316,18255
Kronach,50.23963,11.33308,18248
Alzey,49.74657,8.11513,18241
Nidda,50.4133,9.00638,18241
Marktredwitz,50.00443,12.08593,18204
Kierspe,51.13403,7.59075,18188
Bad Langensalza,51.10771,10.646,18183
Tettnang,47.66857,9.59132,18135
Wildeshausen,52.89446,8.43375,18114
Heiligensee,52.61449,13.24501,18099
Äußere Neustadt,51.06859,13.75591,18098
Müllheim,47.8082,7.63035,18097
Korntal,48.83218,9.1214,18081
Eppelborn,49.4,6.96667,18079
Bad Wildungen,51.11963,9.12475,18037
Grimma,51.23367,12.71959,17991
Kolbermoor,47.84965,12.06696,17941
Altstadt Nord,50.93893,6.95752,17922
Uetersen,53.68769,9.66394,17921
Karlsfeld,48.22697,11.47573,17920
Bad Saulgau,48.01676,9.50064,17911
Kleinmachnow,52.40786,13.22514,17892
Uerdingen,51.35478,6.63918,17888
Wittlich,49.98596,6.89308,17887
Sinzig,50.54384,7.24639,17880
Konz,49.70045,6.57652,17879
Reinheim,49.82923,8.83572,17841
Holzwickede,51.5,7.63333,17821
Brakel,51.7175,9.18596,17808
Taufkirchen,48.0486,11.61701,17791
Buchen in Odenwald,49.52416,9.32293,17773
Munster,52.98569,10.08756,17746
Gartenstadt,49.45937,8.40377,17745
Kronberg,50.18424,8.5232,17730
Bad Aibling,47.8638,12.01055,17672
Harvestehude,53.5792,9.99064,17666
Halver,51.18612,7.49817,17650
Templin,53.11865,13.5022,17634
Mühldorf,48.2467,12.52155,17622
Eilenburg,51.45984,12.63338,17609
Schmelz,49.43333,6.85,17596
Haar,48.10881,11.72653,17560
Kronberg Tal,50.17929,8.5037,17550
Bendorf,50.42289,7.57924,17495
Lubnjow,51.86217,13.95168,17461
Renningen,48.76974,8.93871,17442
Bad Tölz,47.76111,11.5589,17434
Nümbrecht,50.90427,7.54063,17427
Oerlinghausen,51.95453,8.6622,17403
Hummelsbüttel,53.64773,10.04149,17365
Moosburg,48.47089,11.93811,17363
Wittstock,53.16118,12.48287,17361
Meerane,50.84688,12.46473,17325
Cham,49.22565,12.65501,17314
Oberasbach,49.42275,10.95766,17306
Wadern,49.54122,6.88774,17282
Michelstadt,49.67569,9.00373,17279
Wörth am Rhein,49.04888,8.25959,17272
Schlüchtern,50.34891,9.52532,17260
Heilbad Heiligenstadt,51.37819,10.13744,17230
Wolfratshausen,47.91289,11.42166,17191
Blomberg,51.94331,9.09067,17183
Ribnitz-Damgarten,54.2422,12.45666,17152
Zossen,52.216,13.44909,17138
Selb,50.17058,12.13054,17132
Gescher,51.954,7.00481,17115
Rotherbaum,53.5665,9.99265,17114
Hochheim am Main,50.01436,8.35218,17027
Dulsberg,53.58383,10.06445,17002
Eutin,54.14054,10.60751,16984
Hausbruch,53.47424,9.88289,16927
Babenhausen,49.96519,8.95129,16920
Dahlem,52.4581,13.28702,16916
Bad Reichenhall,47.72947,12.87819,16910
Gilching,48.10755,11.2936,16859
Bad Arolsen,51.37982,9.01445,16854
Frankenberg,50.91297,13.04011,16850
Eltville,50.02858,8.11754,16845
Stockach,47.85105,9.0091,16844
Schneeberg,50.59465,12.64139,16784
Diepholz,52.60783,8.37005,16783
Holzkirchen,47.87663,11.70181,16770
Heidenau,50.97221,13.86741,16756
Hermsdorf,52.61421,13.30587,16726
Marienberg,50.65051,13.16122,16716
Neustadt bei Coburg,50.32975,11.12058,16715
Vilshofen,48.62695,13.19222,16695
Frohnau,52.63336,13.29024,16689
Bobingen,48.27091,10.8339,16682
Losheim,49.5099,6.74549,16660
Wassenberg,51.10009,6.15484,16641
Mittweida,50.98622,12.97537,16619
Nauen,52.60701,12.87374,16600
Sigmaringen,48.08829,9.23033,16592
Großenhain,51.28951,13.5335,16573
Hille,52.33333,8.75,16567
Stockelsdorf,53.8922,10.64713,16562
Bad Säckingen,47.55371,7.94612,16549
Hohenstein-Ernstthal,50.80064,12.71287,16542
Illertissen,48.22336,10.10347,16522
Gunzenhausen,49.11663,10.75971,16477
Haselhorst,52.54409,13.23743,16471
Hilchenbach,50.99687,8.11062,16467
Hofgeismar,51.49607,9.385,16444
Königslutter am Elm,52.25116,10.81683,16419
Bad Salzungen,50.81342,10.2361,16410
Seeheim-Jugenheim,49.765,8.65194,16395
Loxstedt,53.46667,8.65,16382
Kirchhain,50.8272,8.92806,16381
Hückeswagen,51.14979,7.34471,16369
Kladow,52.45423,13.14445,16368
Großostheim,49.91985,9.07596,16346
Kirchlengern,52.2,8.63333,16338
Hünfeld,50.67966,9.76727,16323
Weilerswist,50.75292,6.84585,16321
Hochfeld,51.41943,6.75462,16292
Remagen,50.57879,7.22703,16280
Baiersbronn,48.50318,8.37699,16248
Wendelstein,49.3523,11.15069,16220
Leopoldshöhe,52.01246,8.69834,16219
Vechelde,52.26038,10.36491,16219
Boppard,50.23085,7.58992,16215
Halstenbek,53.63333,9.85,16212
Glinde,53.5441,10.20048,16210
Bassum,52.85059,8.72791,16191
Neustadt in Holstein,54.10707,10.8145,16176
Neuenhagen,52.52985,13.68914,16170
Schwarzenberg,50.53791,12.78522,16168
Brake (Unterweser),53.33333,8.48333,16150
Schrobenhausen,48.56067,11.26071,16143
Rahden,52.43367,8.61263,16140
Lohr am Main,49.98922,9.57223,16127
Künzell,50.5442,9.71792,16124
Brüggen,51.24053,6.18376,16105
Erwitte,51.6127,8.3384,16081
Penzberg,47.75293,11.377,16079
Witzenhausen,51.34103,9.8554,16055
Bad Segeberg,53.94313,10.30215,16052
Rissen,53.58453,9.76594,16051
Ginsheim-Gustavsburg,49.9711,8.34532,16043
Damme,52.52157,8.19793,16024
Petershausen-West,47.67411,9.17787,16021
Wardenburg,53.06667,8.2,16019
Grefrath,51.3363,6.34072,16016
Othmarschen,53.55173,9.88632,16009
Oschatz,51.30001,13.10984,16000
Beckingen,49.4,6.7,15983
Blankenburg,51.79025,10.95509,15963
Hövelhof,51.81667,8.65,15962
Uslar,51.6569,9.63501,15951
Hettstedt,51.6503,11.51146,15949
Alsfeld,50.75185,9.27082,15945
Ratekau,53.95,10.73333,15921
Ebersbach an der Fils,48.716,9.5236,15919
Freilassing,47.84085,12.98114,15909
Unterkrozingen,47.91933,7.69045,15908
Bruckmühl,47.87859,11.91098,15851
Olsberg,51.35613,8.48899,15814
Schiffweiler,49.36667,7.13333,15780
Preetz,54.2354,10.27795,15768
Bad Essen,52.31667,8.33333,15732
Wendlingen am Neckar,48.67124,9.37632,15728
Kelheim,48.91725,11.88618,15723
Weener,53.16332,7.35052,15718
Zerbst,51.9662,12.08517,15680
Königstein im Taunus,50.17943,8.47132,15661
Riegelsberg,49.3,6.93333,15647
Simmerath,50.6,6.3,15646
Klingenstein,48.41849,9.90812,15643
Spenge,52.14021,8.48475,15625
Eberbach,49.4668,8.99016,15624
Odenthal,51.03333,7.11667,15619
Füssen,47.57143,10.70171,15608
Bitterfeld-Wolfen,51.62355,12.32395,15608
Marbach am Neckar,48.93964,9.25995,15604
Hude,53.10766,8.46322,15567
Bad Bentheim,52.30066,7.15763,15508
Ottweiler,49.40133,7.16424,15503
Niederkrüchten,51.2,6.21667,15487
Angermünde,53.01499,13.99924,15453
Bilderstöckchen,50.96983,6.92997,15430
Ober-Ramstadt,49.83078,8.74887,15367
Bürstadt,49.64266,8.45936,15348
Clausthal-Zellerfeld,51.80949,10.33821,15345
Straelen,51.4419,6.26639,15325
Altdorf bei Nürnberg,49.3856,11.3573,15312
Garching,48.24896,11.65101,15303
Oyten,53.05,9.01667,15286
Lauda-Königshofen,49.56526,9.70816,15278
Neu-Anspach,50.31667,8.5,15276
Karlstadt,49.96034,9.77239,15272
Beverungen,51.66801,9.37417,15266
Bad Neustadt an der Saale,50.32174,10.20673,15261
Drensteinfurt,51.79535,7.73815,15260
Deutz,50.93463,6.97495,15238
Freiberg am Neckar,48.93196,9.2024,15235
Wurzen,51.3707,12.73939,15233
Much,50.90383,7.40306,15231
Alsterdorf,53.61083,10.01306,15227
Eggenstein-Leopoldshafen,49.09006,8.39879,15189
Bad Laasphe,50.93139,8.42502,15184
Ascheberg,51.78333,7.61667,15184
Bad Lippspringe,51.78333,8.81683,15175
Dieburg,49.89738,8.84613,15168
Humboldtkolonie,50.93182,6.99469,15108
Brackenheim,49.07787,9.06601,15083
Künzelsau,49.2818,9.68352,15070
Trossingen,48.07667,8.64409,15040
Regenstauf,49.12014,12.13027,14999
Gehrden,52.31362,9.60033,14955
Herzberg am Harz,51.65546,10.33938,14948
Ohlsdorf,53.62594,10.03145,14942
Burbach,50.75105,8.07939,14942
Tiergarten,52.51667,13.36667,14940
Homberg,51.02994,9.40261,14903
Walldorf,49.30637,8.64236,14842
Bebra,50.97445,9.79562,14839
Schwarzenbek,53.50303,10.48055,14832
Fritzlar,51.13181,9.27557,14814
Zehdenick,52.97852,13.33165,14809
Wiefelstede,53.25,8.11667,14775
Bergen auf Rügen,54.41823,13.43349,14771
Langwedel,52.97864,9.18542,14755
Oberndorf,48.2905,8.57221,14740
Lubin,51.93814,13.88826,14713
Stadtbergen,48.36641,10.84636,14705
Anklam,53.85637,13.68965,14694
Gernsbach,48.77034,8.34306,14649
Pocking,48.40149,13.31315,14646
Plochingen,48.71067,9.41949,14611
Winterberg,51.19248,8.53468,14601
Ismaning,48.23333,11.68333,14596
Spiesen-Elversberg,49.31667,7.13333,14570
Taucha,51.38333,12.48333,14552
Quierschied,49.31667,7.05,14545
Niedernhausen,50.16307,8.31338,14494
Lauterbach,50.63558,9.39777,14487
Münsingen,48.41126,9.49704,14479
Immenstadt im Allgäu,47.55996,10.21394,14431
Isny,47.6926,10.03857,14424
Kraichtal,49.14623,8.73276,14416
Markgröningen,48.90493,9.08059,14414
Bissendorf,52.23333,8.16667,14402
Schriesheim,49.47372,8.6636,14379
Breisach am Rhein,48.03279,7.58294,14367
Niederzier,50.88333,6.46667,14363
Bad Salzdetfurth,52.05777,10.0058,14349
Sandhausen,49.34278,8.65917,14336
Neckargemünd,49.38899,8.7959,14335
Murrhardt,48.98191,9.57047,14331
Bad Wurzach,47.90799,9.89686,14323
Pegnitz,49.75216,11.54187,14279
Sassenberg,51.99223,8.04068,14273
Brühl,49.39722,8.53361,14262
Malsch,48.88333,8.33333,14243
Grünberg,50.59403,8.95866,14233
Neunkirchen,50.8,8.0,14225
Barsinghausen,52.3,9.45,14200
Bad Camberg,50.29695,8.26896,14195
Schwalbach am Taunus,50.15,8.53333,14192
Ritterhude,53.18289,8.7355,14192
Eppelheim,49.4019,8.63644,14190
Langenau,48.49616,10.11849,14175
Schleiden,50.52896,6.47692,14160
Schiffdorf,53.53333,8.65,14143
Wennigsen,52.27404,9.57287,14137
Mindelheim,48.04578,10.49222,14122
Altes Lager,48.41755,9.53606,14092
Genthin,52.40668,12.1592,14059
Uhingen,48.70475,9.5857,14031
Bad Wörishofen,48.00674,10.59666,14028
Langerwehe,50.81667,6.35,14027
Münster,49.92278,8.86778,14018
Edingen-Neckarhausen,49.45722,8.60639,14009
Melsungen,51.13029,9.55236,14004
Bovenden,51.58836,9.9222,13964
Rotenburg an der Fulda,50.99556,9.72838,13959
Mainburg,48.64182,11.78093,13959
Prinzenpark,52.26525,10.55013,13956
Bad Soden-Salmünster,50.27574,9.36705,13953
Neuenkirchen,52.24472,7.37183,13953
Brunsbüttel,53.8962,9.10459,13950
Kalkar,51.73907,6.29101,13944
Jever,53.57368,7.89806,13937
Saarwellingen,49.3543,6.80487,13930
Stein,49.41581,11.01599,13902
Travemünde,53.96304,10.8709,13902
Belm,52.3,8.13333,13897
Pattensen,52.26448,9.76436,13883
Groß-Zimmern,49.8741,8.82898,13870
Kelsterbach,50.06135,8.52916,13836
Linnich,50.98002,6.27049,13827
Lohfelden,51.26667,9.53333,13825
Weilburg,50.48438,8.26249,13798
Steinheim,51.87066,9.09136,13797
Biedenkopf,50.91125,8.53016,13788
Hüllhorst,52.28333,8.66667,13776
Grenzach-Wyhlen,47.55,7.68333,13776
Wilsdruff,51.05199,13.53657,13772
Aßlar,50.59163,8.46273,13772
Erbach,49.66148,8.99402,13771
Zeulenroda,50.65278,11.98377,13763
Marienheide,51.08317,7.53087,13759
Leinefelde-Worbis,51.38796,10.3262,13740
Hünxe,51.63405,6.69741,13732
Rödental,50.29516,11.04122,13712
Rellingen,53.65,9.81667,13707
Großenkneten,52.94377,8.25323,13698
Landau an der Isar,48.67249,12.69316,13698
Schermbeck,51.68333,6.86667,13682
Bargteheide,53.72856,10.26695,13640
Blankenese,53.55698,9.8059,13637
Sankt Georgen im Schwarzwald,48.12716,8.33513,13636
Pößneck,50.69358,11.59229,13624
Ratzeburg,53.69965,10.77256,13623
Raunheim,50.0132,8.45253,13622
Bergen,52.80837,9.96374,13609
Schmölln,50.89678,12.35339,13604
Lotte,52.28333,7.91667,13580
Haßfurt,50.03521,10.5156,13562
Lich,50.52085,8.81567,13534
Denzlingen,48.06667,7.88333,13511
Usingen,50.33554,8.53688,13511
Hatten,53.05,8.38333,13499
Dorfen,48.27037,12.16056,13487
Pritzwalk,53.14945,12.17405,13485
Feucht,49.37597,11.21433,13482
Bad Fallingbostel,52.86641,9.69558,13473
Preußisch Oldendorf,52.30589,8.49341,13447
Hoheluft-West,53.58067,9.96704,13435
Grünstadt,49.56302,8.16279,13424
Höchstadt an der Aisch,49.70617,10.81329,13418
Hagen,52.19629,7.98041,13412
Mickten,51.08271,13.70871,13389
Thale,51.74861,11.041,13386
Weißenhorn,48.30501,10.16047,13377
Eppstein,50.14277,8.39231,13374
Kastel,50.00994,8.28291,13353
Fuhlsbüttel,53.63459,10.01608,13348
Büttelborn,49.90333,8.52333,13338
Erbach,48.32841,9.88752,13331
Sendenhorst,51.84303,7.82996,13316
Tostedt,53.28333,9.71667,13315
Mittegroßefehn,53.39165,7.56602,13314
Tauberbischofsheim,49.62472,9.66278,13293
Jüterbog,51.99607,13.07979,13292
Hessisch Lichtenau,51.19954,9.71857,13291
Wolfhagen,51.32611,9.17015,13266
Schöningen,52.13802,10.96745,13265
Pfullendorf,47.9261,9.2578,13258
Solms,50.5362,8.40704,13250
Schwabmünchen,48.17928,10.75675,13232
Vöhringen,48.27839,10.08236,13207
Hösbach,50.00646,9.20765,13203
Meckenbeuren,47.7,9.56667,13183
Bad Bramstedt,53.9183,9.88424,13177
Wadersloh,51.73333,8.25,13173
Langelsheim,51.93789,10.33264,13169
Alt-Treptow,52.48863,13.4586,13167
Wiesmoor,53.41667,7.73333,13157
Tholey,49.48374,7.03691,13157
Bohmte,52.36667,8.31667,13153
Nordstemmen,52.16196,9.7835,13148
Treuchtlingen,48.95473,10.90833,13141
Burladingen,48.29111,9.11286,13131
Großauheim,50.10292,8.94835,13129
Eichstätt,48.88854,11.19675,13125
Ketsch,49.36778,8.53111,13124
Herbrechtingen,48.62173,10.176,13110
Perleberg,53.07583,11.85739,13102
Löningen,52.73678,7.75809,13096
Tornesch,53.7,9.71667,13079
Bad Freienwalde,52.7873,14.0304,13075
Velen,51.89447,6.98807,13074
Hilpoltstein,49.19047,11.1906,13069
Plön,54.16241,10.42333,13068
Markranstädt,51.30146,12.2202,13053
Wehr,47.62983,7.90423,13037
Kessenich,50.71244,7.1113,13031
Niederschöneweide,52.45564,13.51554,13004
Welver,51.61667,7.96667,12993
Lengede,52.20487,10.30775,12993
Gräfelfing,48.11878,11.42939,12978
Kirchhundem,51.08556,8.08893,12966
Stahnsdorf,52.38333,13.21667,12964
Kleinblittersdorf,49.1578,7.03734,12948
Monschau,50.55462,6.24001,12945
Petershagen,52.52078,13.78748,12931
Alpen,51.58333,6.51667,12908
Bitburg,49.96794,6.52734,12908
Scheeßel,53.16667,9.48333,12907
Oppum,51.32244,6.61518,12906
Altötting,48.22533,12.67665,12902
Neustadt an der Donau,48.80705,11.76952,12899
Trebur,49.92639,8.40732,12897
Östringen,49.21911,8.71192,12880
Fehmarn,54.4378,11.19352,12875
Asperg,48.90525,9.13502,12870
Eggenfelden,48.40509,12.75752,12860
Buchheim,50.95152,7.02093,12840
Winsen,52.68301,9.91362,12838
Sulingen,52.68373,8.80949,12835
Bad Urach,48.49107,9.40009,12831
Bad Dürrheim,48.02093,8.53056,12829
Mering,48.2656,10.98461,12820
Cremlingen,52.24794,10.65506,12808
Krumbach,48.24182,10.3632,12805
Eching,48.3,11.61667,12804
Sulz am Neckar,48.36241,8.63309,12763
Lorsch,49.65,8.56667,12744
Lappersdorf,49.04694,12.0913,12744
Siemensstadt,52.54053,13.26294,12740
Ubstadt-Weiher,49.16296,8.63165,12730
Quakenbrück,52.67502,7.94983,12727
Neubiberg,48.0771,11.65812,12717
Neustadt,53.55196,9.98558,12689
Peißenberg,47.80466,11.0699,12689
Oelsnitz,50.4147,12.1695,12686
Kaufungen,51.28111,9.61861,12683
Buch,52.6347,13.49679,12674
