,lat,lng
9346,46.8907533,14.135
9360,46.9621071,14.3859036
9361,46.9794905,14.3223619
9362,46.96804,14.28764
9363,46.98228,14.1944133
9371,46.7739579,14.5406895
9372,46.807525,14.5618583
9373,46.8295,14.5457
9374,46.8591154,14.5529154
9375,46.8956125,14.5499875
9376,46.8827429,14.5581571
9400,46.8525304,14.8292348
9411,46.8379846,14.7778231
9412,46.8724667,14.7895111
9413,46.87195,14.8679278
9421,46.7675889,14.9001222
9422,46.7381308,14.8899846
9423,46.732175,14.90854
9431,46.8015838,14.8405162
9433,46.7760262,14.8209381
9441,46.9165857,14.8686714
9451,46.9527429,14.9443
9461,46.91936,14.79472
9462,46.9496842,14.7957895
9463,46.963575,14.7605
9470,46.6923083,14.8641083
9472,46.6693667,14.9426
9473,46.65482,14.93678
9500,46.6180605,13.8357316
9504,46.6078333,13.8247
9520,46.658225,13.9
9521,46.6620286,13.8672571
9523,46.6430875,13.8825125
9524,46.6234,13.89045
9530,46.61985,13.752175
9531,46.615175,13.628525
9535,46.5982267,14.0434133
9536,46.57884,14.02692
9541,46.7092833,13.8211833
9542,46.7365538,13.7957154
9543,46.7433857,13.8464571
9544,46.7692125,13.7733125
9545,46.7804929,13.7595857
9546,46.80886,13.79033
9551,46.7020091,14.0249273
9552,46.71295,14.07335
9554,46.7358963,14.1762444
9555,46.7217095,14.2009905
9556,46.741171,14.2210242
9560,46.726371,14.0963092
9562,46.746175,14.0371464
9563,46.7799077,13.9711231
9564,46.7755,13.9708182
9565,46.8354,13.92791
9570,46.673,13.99095
9571,46.8319375,14.0361781
9572,46.8452217,14.0495478
9580,46.58408,13.89798
9581,46.56,13.969525
9582,46.5519625,13.9173125
9583,46.5663,13.89225
9584,46.5584667,13.8705
9585,46.5705857,13.8492714
9586,46.5681889,13.8140111
9587,46.5535273,13.8177273
9601,46.5480875,13.7107625
9602,46.5468143,13.6582857
9611,46.5922,13.60442
9612,46.6053091,13.5777636
9613,46.56752,13.62066
9614,46.59715,13.5445
9615,46.6054091,13.5148545
9620,46.6323763,13.3630105
9622,46.6626,13.31454
9623,46.6258833,13.4642278
9624,46.6151143,13.4281143
9631,46.6339846,13.2164615
9632,46.6414222,13.1823667
9633,46.6404857,13.1562143
9634,46.6429636,13.1422364
9635,46.6533,13.1031615
9640,46.6719667,12.9990083
9651,46.686375,12.903125
9652,46.6882571,12.8622143
9653,46.695775,12.8181833
9654,46.70698,12.766
9655,46.7018,12.7568375
9701,46.7595706,13.5988471
9702,46.7513538,13.6252462
9710,46.6953083,13.6520833
9711,46.70905,13.62171
9712,46.7187833,13.6842
9713,46.72534,13.58624
9714,46.7097111,13.5610778
9721,46.67482,13.72214
9722,46.6602333,13.7572667
9751,46.7921,13.33542
9753,46.7729,13.3358267
9754,46.7707,13.2916857
9761,46.742205,13.200425
9762,46.7201571,13.2832143
9771,46.747775,13.123225
9772,46.7519667,13.0979583
9773,46.7503357,13.0916643
9781,46.75638,12.9524
9782,46.7898714,12.9152286
9800,46.7946833,13.5100611
9805,46.7997143,13.4647714
9811,46.8474,13.4043111
9812,46.8600286,13.3597429
9813,46.8557333,13.3602333
9814,46.8478667,13.3567667
9815,46.87945,13.32568
9816,46.8934,13.2707286
9821,46.9445053,13.2060947
9822,46.975675,13.1865
9831,46.9340444,13.0819778
9832,46.9001867,13.0308467
9833,46.87413,12.96572
9841,46.8952875,12.88895
9842,46.932,12.8967778
9843,46.9686786,12.89075
9844,46.9589727,12.8880909
9851,46.8567556,13.4905778
9852,46.8891417,13.4975167
9853,46.9069619,13.5151048
9854,46.9463636,13.4979364
9861,46.9484562,13.6017187
9862,46.9700824,13.6258765
9863,46.997692,13.607008
9871,46.8255,13.5498583
9872,46.810945,13.585365
9873,46.79935,13.6175
9900,46.83415,12.7659
9903,46.8533,12.7130333
9904,46.8541,12.76112
9905,46.85,12.7833
9906,46.7989,12.8381
9907,46.8161,12.7897
9908,46.8164,12.7636
9909,46.8049333,12.7391667
9911,46.7890444,12.6382389
9912,46.77032,12.558785
9913,46.778,12.5904
9918,46.7539,12.4842
9919,46.76635,12.52855
9920,46.7508667,12.409
9931,46.7875,12.4314
9932,46.8119,12.3747
9941,46.73195,12.48135
9942,46.71355,12.605825
9943,46.7042,12.7086
9951,46.876,12.6918333
9952,46.8769,12.6824
9954,46.8794,12.6542
9961,46.9265429,12.5166143
9962,46.92355,12.4221833
9963,46.91722,12.33532
9971,47.0008591,12.5382409
9972,46.9997286,12.4501286
9974,47.01684,12.3714
9981,46.9823182,12.6286818
9990,46.84285,12.8126
9991,46.8266,12.8433
9992,46.8357,12.8497
